timestamp,meter_reading
2016-01-01 0:00,28.1
2016-01-01 1:00,26.57
2016-01-01 2:00,25.73
2016-01-01 3:00,25.96
2016-01-01 4:00,25.59
2016-01-01 5:00,26.31
2016-01-01 6:00,29.92
2016-01-01 7:00,29.62
2016-01-01 8:00,24.2
2016-01-01 9:00,23.6
2016-01-01 10:00,23.14
2016-01-01 11:00,23.66
2016-01-01 12:00,23.82
2016-01-01 13:00,23.59
2016-01-01 14:00,23.44
2016-01-01 15:00,23.21
2016-01-01 16:00,23.78
2016-01-01 17:00,24.96
2016-01-01 18:00,28.98
2016-01-01 19:00,29.13
2016-01-01 20:00,29.07
2016-01-01 21:00,29.04
2016-01-01 22:00,29.04
2016-01-01 23:00,28.99
2016-01-02 0:00,27.65
2016-01-02 1:00,26.4
2016-01-02 2:00,25.84
2016-01-02 3:00,25.85
2016-01-02 4:00,25.86
2016-01-02 5:00,34.02
2016-01-02 6:00,39.16
2016-01-02 7:00,39.08
2016-01-02 8:00,33.77
2016-01-02 9:00,33.23
2016-01-02 10:00,35.03
2016-01-02 11:00,34.92
2016-01-02 12:00,34.9
2016-01-02 13:00,42.71
2016-01-02 14:00,48.4
2016-01-02 15:00,44.49
2016-01-02 16:00,48.93
2016-01-02 17:00,42.61
2016-01-02 18:00,39.17
2016-01-02 19:00,39.21
2016-01-02 20:00,39.14
2016-01-02 21:00,39.18
2016-01-02 22:00,39.21
2016-01-02 23:00,36.8
2016-01-03 0:00,27.79
2016-01-03 1:00,26.81
2016-01-03 2:00,26.33
2016-01-03 3:00,26.19
2016-01-03 4:00,26.14
2016-01-03 5:00,34.2
2016-01-03 6:00,39.22
2016-01-03 7:00,38.98
2016-01-03 8:00,33.7
2016-01-03 9:00,32.98
2016-01-03 10:00,34.58
2016-01-03 11:00,39.86
2016-01-03 12:00,45.31
2016-01-03 13:00,47.98
2016-01-03 14:00,50.4
2016-01-03 15:00,54.31
2016-01-03 16:00,58.6
2016-01-03 17:00,52.73
2016-01-03 18:00,53.79
2016-01-03 19:00,51.66
2016-01-03 20:00,49.98
2016-01-03 21:00,58
2016-01-03 22:00,63.77
2016-01-03 23:00,56.27
2016-01-04 0:00,36.77
2016-01-04 1:00,36.38
2016-01-04 2:00,35.37
2016-01-04 3:00,26.65
2016-01-04 4:00,25.32
2016-01-04 5:00,35.51
2016-01-04 6:00,43.46
2016-01-04 7:00,46.19
2016-01-04 8:00,55.01
2016-01-04 9:00,71.57
2016-01-04 10:00,72.66
2016-01-04 11:00,74.84
2016-01-04 12:00,76.34
2016-01-04 13:00,77.81
2016-01-04 14:00,79.13
2016-01-04 15:00,78.36
2016-01-04 16:00,78.13
2016-01-04 17:00,68.37
2016-01-04 18:00,62.62
2016-01-04 19:00,62.02
2016-01-04 20:00,61.02
2016-01-04 21:00,61.17
2016-01-04 22:00,60.85
2016-01-04 23:00,55.19
2016-01-05 0:00,33.87
2016-01-05 1:00,35.25
2016-01-05 2:00,30.49
2016-01-05 3:00,29.2
2016-01-05 4:00,29.12
2016-01-05 5:00,40.39
2016-01-05 6:00,51.11
2016-01-05 7:00,58.42
2016-01-05 8:00,62.98
2016-01-05 9:00,73.82
2016-01-05 10:00,79.13
2016-01-05 11:00,80.49
2016-01-05 12:00,79.94
2016-01-05 13:00,77.98
2016-01-05 14:00,81.14
2016-01-05 15:00,81.84
2016-01-05 16:00,81.2
2016-01-05 17:00,69.36
2016-01-05 18:00,64.83
2016-01-05 19:00,63.02
2016-01-05 20:00,60.01
2016-01-05 21:00,59.72
2016-01-05 22:00,59.89
2016-01-05 23:00,52.89
2016-01-06 0:00,27.29
2016-01-06 1:00,28.68
2016-01-06 2:00,29
2016-01-06 3:00,26.56
2016-01-06 4:00,24.31
2016-01-06 5:00,37.9
2016-01-06 6:00,53.47
2016-01-06 7:00,57.42
2016-01-06 8:00,59.44
2016-01-06 9:00,73.61
2016-01-06 10:00,75.23
2016-01-06 11:00,77.79
2016-01-06 12:00,80.68
2016-01-06 13:00,80.86
2016-01-06 14:00,81.08
2016-01-06 15:00,79.64
2016-01-06 16:00,80.45
2016-01-06 17:00,68.54
2016-01-06 18:00,68.81
2016-01-06 19:00,63.76
2016-01-06 20:00,63.25
2016-01-06 21:00,62.55
2016-01-06 22:00,63.21
2016-01-06 23:00,56.4
2016-01-07 0:00,34.55
2016-01-07 1:00,34.53
2016-01-07 2:00,31.99
2016-01-07 3:00,30.97
2016-01-07 4:00,30.73
2016-01-07 5:00,41.88
2016-01-07 6:00,49.97
2016-01-07 7:00,59.5
2016-01-07 8:00,64.65
2016-01-07 9:00,75.76
2016-01-07 10:00,79.37
2016-01-07 11:00,80.52
2016-01-07 12:00,85.15
2016-01-07 13:00,83.16
2016-01-07 14:00,84.5
2016-01-07 15:00,83.01
2016-01-07 16:00,81.16
2016-01-07 17:00,69.14
2016-01-07 18:00,63.28
2016-01-07 19:00,60.96
2016-01-07 20:00,58.94
2016-01-07 21:00,58.03
2016-01-07 22:00,56.52
2016-01-07 23:00,49.11
2016-01-08 0:00,26.63
2016-01-08 1:00,25.41
2016-01-08 2:00,28.98
2016-01-08 3:00,30.57
2016-01-08 4:00,29.9
2016-01-08 5:00,34.3
2016-01-08 6:00,42.09
2016-01-08 7:00,44.31
2016-01-08 8:00,50.64
2016-01-08 9:00,62.31
2016-01-08 10:00,70.51
2016-01-08 11:00,78.93
2016-01-08 12:00,78.9
2016-01-08 13:00,80.7
2016-01-08 14:00,80.15
2016-01-08 15:00,80.71
2016-01-08 16:00,79.43
2016-01-08 17:00,67.37
2016-01-08 18:00,60.98
2016-01-08 19:00,59.04
2016-01-08 20:00,57.99
2016-01-08 21:00,56.61
2016-01-08 22:00,55.73
2016-01-08 23:00,49.42
2016-01-09 0:00,27.3
2016-01-09 1:00,25.82
2016-01-09 2:00,24.85
2016-01-09 3:00,24.73
2016-01-09 4:00,24.2
2016-01-09 5:00,33.31
2016-01-09 6:00,39.19
2016-01-09 7:00,38.62
2016-01-09 8:00,33.37
2016-01-09 9:00,32.76
2016-01-09 10:00,34.33
2016-01-09 11:00,36.93
2016-01-09 12:00,43.95
2016-01-09 13:00,46.96
2016-01-09 14:00,47.81
2016-01-09 15:00,48.47
2016-01-09 16:00,47.9
2016-01-09 17:00,47.62
2016-01-09 18:00,51.68
2016-01-09 19:00,51.64
2016-01-09 20:00,51.11
2016-01-09 21:00,50.49
2016-01-09 22:00,50.5
2016-01-09 23:00,44.62
2016-01-10 0:00,25.82
2016-01-10 1:00,24.9
2016-01-10 2:00,24.32
2016-01-10 3:00,24.19
2016-01-10 4:00,23.97
2016-01-10 5:00,32.74
2016-01-10 6:00,37.88
2016-01-10 7:00,37.73
2016-01-10 8:00,33.11
2016-01-10 9:00,32.54
2016-01-10 10:00,35.73
2016-01-10 11:00,36.07
2016-01-10 12:00,37.61
2016-01-10 13:00,45.26
2016-01-10 14:00,48.7
2016-01-10 15:00,48.72
2016-01-10 16:00,48.88
2016-01-10 17:00,49.42
2016-01-10 18:00,53.47
2016-01-10 19:00,56.97
2016-01-10 20:00,57.1
2016-01-10 21:00,51.29
2016-01-10 22:00,51.16
2016-01-10 23:00,45.55
2016-01-11 0:00,26.78
2016-01-11 1:00,25.48
2016-01-11 2:00,24.71
2016-01-11 3:00,24.54
2016-01-11 4:00,24.7
2016-01-11 5:00,33.74
2016-01-11 6:00,42.36
2016-01-11 7:00,46.43
2016-01-11 8:00,55.91
2016-01-11 9:00,63.52
2016-01-11 10:00,64.96
2016-01-11 11:00,66.31
2016-01-11 12:00,68.74
2016-01-11 13:00,69.67
2016-01-11 14:00,68.83
2016-01-11 15:00,69.83
2016-01-11 16:00,75.08
2016-01-11 17:00,81.11
2016-01-11 18:00,82.35
2016-01-11 19:00,77.11
2016-01-11 20:00,74.83
2016-01-11 21:00,74.83
2016-01-11 22:00,72.41
2016-01-11 23:00,58.18
2016-01-12 0:00,36.86
2016-01-12 1:00,35.28
2016-01-12 2:00,34.2
2016-01-12 3:00,34.54
2016-01-12 4:00,34.17
2016-01-12 5:00,38.57
2016-01-12 6:00,44.89
2016-01-12 7:00,47.96
2016-01-12 8:00,61.1
2016-01-12 9:00,67.87
2016-01-12 10:00,68.05
2016-01-12 11:00,72.91
2016-01-12 12:00,72.92
2016-01-12 13:00,73.85
2016-01-12 14:00,73.48
2016-01-12 15:00,73.29
2016-01-12 16:00,73.39
2016-01-12 17:00,73.37
2016-01-12 18:00,77.67
2016-01-12 19:00,82.58
2016-01-12 20:00,81.81
2016-01-12 21:00,77.78
2016-01-12 22:00,77.1
2016-01-12 23:00,61.45
2016-01-13 0:00,31.79
2016-01-13 1:00,28.13
2016-01-13 2:00,29.65
2016-01-13 3:00,30.87
2016-01-13 4:00,30.15
2016-01-13 5:00,35.09
2016-01-13 6:00,42.35
2016-01-13 7:00,46.89
2016-01-13 8:00,57.72
2016-01-13 9:00,61.73
2016-01-13 10:00,66.36
2016-01-13 11:00,69.11
2016-01-13 12:00,70.16
2016-01-13 13:00,70.12
2016-01-13 14:00,70.24
2016-01-13 15:00,78.27
2016-01-13 16:00,82.11
2016-01-13 17:00,82.77
2016-01-13 18:00,86.16
2016-01-13 19:00,80.7
2016-01-13 20:00,76.78
2016-01-13 21:00,76.58
2016-01-13 22:00,75.98
2016-01-13 23:00,58.85
2016-01-14 0:00,36.07
2016-01-14 1:00,35.92
2016-01-14 2:00,37.05
2016-01-14 3:00,33.66
2016-01-14 4:00,30.05
2016-01-14 5:00,38.65
2016-01-14 6:00,45.02
2016-01-14 7:00,46.87
2016-01-14 8:00,59.56
2016-01-14 9:00,66.98
2016-01-14 10:00,67.95
2016-01-14 11:00,71.04
2016-01-14 12:00,73.79
2016-01-14 13:00,88.29
2016-01-14 14:00,87.98
2016-01-14 15:00,85.91
2016-01-14 16:00,83.79
2016-01-14 17:00,80.98
2016-01-14 18:00,82.76
2016-01-14 19:00,80.26
2016-01-14 20:00,79.44
2016-01-14 21:00,76.16
2016-01-14 22:00,75.09
2016-01-14 23:00,59.35
2016-01-15 0:00,30.1
2016-01-15 1:00,25.68
2016-01-15 2:00,25.07
2016-01-15 3:00,26.71
2016-01-15 4:00,26.63
2016-01-15 5:00,35.83
2016-01-15 6:00,41.96
2016-01-15 7:00,44.71
2016-01-15 8:00,57.35
2016-01-15 9:00,63.91
2016-01-15 10:00,67.49
2016-01-15 11:00,77.24
2016-01-15 12:00,84.73
2016-01-15 13:00,83.36
2016-01-15 14:00,81.87
2016-01-15 15:00,80.55
2016-01-15 16:00,79.23
2016-01-15 17:00,76.12
2016-01-15 18:00,74.22
2016-01-15 19:00,64.37
2016-01-15 20:00,58.39
2016-01-15 21:00,57.43
2016-01-15 22:00,55.74
2016-01-15 23:00,49.95
2016-01-16 0:00,26.52
2016-01-16 1:00,25.02
2016-01-16 2:00,24.4
2016-01-16 3:00,27.15
2016-01-16 4:00,25.71
2016-01-16 5:00,34.49
2016-01-16 6:00,40.75
2016-01-16 7:00,39.88
2016-01-16 8:00,34.79
2016-01-16 9:00,33.82
2016-01-16 10:00,34.23
2016-01-16 11:00,44.54
2016-01-16 12:00,51.89
2016-01-16 13:00,60.94
2016-01-16 14:00,63.28
2016-01-16 15:00,64.39
2016-01-16 16:00,63.38
2016-01-16 17:00,65.86
2016-01-16 18:00,70.22
2016-01-16 19:00,61.4
2016-01-16 20:00,56.87
2016-01-16 21:00,55.6
2016-01-16 22:00,55.48
2016-01-16 23:00,49.03
2016-01-17 0:00,25.67
2016-01-17 1:00,24.72
2016-01-17 2:00,23.97
2016-01-17 3:00,23.64
2016-01-17 4:00,23.74
2016-01-17 5:00,32.81
2016-01-17 6:00,38.3
2016-01-17 7:00,38.18
2016-01-17 8:00,33.38
2016-01-17 9:00,32.36
2016-01-17 10:00,34.61
2016-01-17 11:00,37.52
2016-01-17 12:00,51.32
2016-01-17 13:00,62.15
2016-01-17 14:00,77.08
2016-01-17 15:00,74.52
2016-01-17 16:00,62.89
2016-01-17 17:00,64.53
2016-01-17 18:00,71.18
2016-01-17 19:00,70.19
2016-01-17 20:00,71.13
2016-01-17 21:00,63.53
2016-01-17 22:00,59.54
2016-01-17 23:00,51.81
2016-01-18 0:00,27.59
2016-01-18 1:00,26.59
2016-01-18 2:00,25.81
2016-01-18 3:00,25.61
2016-01-18 4:00,25.56
2016-01-18 5:00,34.97
2016-01-18 6:00,41.95
2016-01-18 7:00,40.51
2016-01-18 8:00,34.83
2016-01-18 9:00,42.85
2016-01-18 10:00,47.02
2016-01-18 11:00,54.45
2016-01-18 12:00,59.8
2016-01-18 13:00,66.5
2016-01-18 14:00,80.63
2016-01-18 15:00,77.67
2016-01-18 16:00,77.38
2016-01-18 17:00,60.47
2016-01-18 18:00,55.82
2016-01-18 19:00,58.55
2016-01-18 20:00,58.4
2016-01-18 21:00,58.28
2016-01-18 22:00,58.53
2016-01-18 23:00,51.39
2016-01-19 0:00,31.69
2016-01-19 1:00,31.36
2016-01-19 2:00,29.67
2016-01-19 3:00,29.18
2016-01-19 4:00,28.65
2016-01-19 5:00,37.53
2016-01-19 6:00,43.38
2016-01-19 7:00,45.72
2016-01-19 8:00,56.26
2016-01-19 9:00,65.25
2016-01-19 10:00,72.42
2016-01-19 11:00,81.33
2016-01-19 12:00,89.85
2016-01-19 13:00,103.43
2016-01-19 14:00,109.01
2016-01-19 15:00,105.72
2016-01-19 16:00,109.69
2016-01-19 17:00,94.41
2016-01-19 18:00,87.51
2016-01-19 19:00,83.88
2016-01-19 20:00,82.94
2016-01-19 21:00,79.49
2016-01-19 22:00,78.39
2016-01-19 23:00,61.81
2016-01-20 0:00,30.38
2016-01-20 1:00,26.14
2016-01-20 2:00,28.04
2016-01-20 3:00,26.27
2016-01-20 4:00,24.38
2016-01-20 5:00,38.19
2016-01-20 6:00,48.91
2016-01-20 7:00,59.97
2016-01-20 8:00,72.6
2016-01-20 9:00,77.02
2016-01-20 10:00,82.79
2016-01-20 11:00,85.37
2016-01-20 12:00,85.24
2016-01-20 13:00,111.58
2016-01-20 14:00,112.93
2016-01-20 15:00,111.44
2016-01-20 16:00,110.12
2016-01-20 17:00,94.07
2016-01-20 18:00,87.2
2016-01-20 19:00,83.63
2016-01-20 20:00,82.69
2016-01-20 21:00,82.14
2016-01-20 22:00,87.44
2016-01-20 23:00,67.49
2016-01-21 0:00,38.87
2016-01-21 1:00,41.91
2016-01-21 2:00,41.86
2016-01-21 3:00,32.8
2016-01-21 4:00,30.7
2016-01-21 5:00,42.24
2016-01-21 6:00,49.29
2016-01-21 7:00,52.85
2016-01-21 8:00,72.56
2016-01-21 9:00,84.56
2016-01-21 10:00,87.73
2016-01-21 11:00,97.35
2016-01-21 12:00,117.73
2016-01-21 13:00,111.47
2016-01-21 14:00,123.05
2016-01-21 15:00,111.8
2016-01-21 16:00,96.89
2016-01-21 17:00,94.57
2016-01-21 18:00,74.25
2016-01-21 19:00,68.87
2016-01-21 20:00,69.78
2016-01-21 21:00,65.55
2016-01-21 22:00,64.91
2016-01-21 23:00,55.01
2016-01-22 0:00,31.66
2016-01-22 1:00,36.28
2016-01-22 2:00,30.51
2016-01-22 3:00,26.15
2016-01-22 4:00,24.12
2016-01-22 5:00,34.69
2016-01-22 6:00,44.35
2016-01-22 7:00,48.14
2016-01-22 8:00,61.45
2016-01-22 9:00,68.64
2016-01-22 10:00,75.39
2016-01-22 11:00,91.85
2016-01-22 12:00,106.75
2016-01-22 13:00,103.04
2016-01-22 14:00,114.45
2016-01-22 15:00,103.38
2016-01-22 16:00,110.6
2016-01-22 17:00,90.95
2016-01-22 18:00,89.23
2016-01-22 19:00,67.07
2016-01-22 20:00,52.48
2016-01-22 21:00,54.74
2016-01-22 22:00,61.98
2016-01-22 23:00,51
2016-01-23 0:00,26.88
2016-01-23 1:00,27.28
2016-01-23 2:00,25.72
2016-01-23 3:00,24.25
2016-01-23 4:00,24.02
2016-01-23 5:00,33.17
2016-01-23 6:00,39.96
2016-01-23 7:00,38.47
2016-01-23 8:00,37.03
2016-01-23 9:00,38
2016-01-23 10:00,37.61
2016-01-23 11:00,47.72
2016-01-23 12:00,64.17
2016-01-23 13:00,67.15
2016-01-23 14:00,68.48
2016-01-23 15:00,76.51
2016-01-23 16:00,67.93
2016-01-23 17:00,74.51
2016-01-23 18:00,70.06
2016-01-23 19:00,54.17
2016-01-23 20:00,42.75
2016-01-23 21:00,40.01
2016-01-23 22:00,40.1
2016-01-23 23:00,38.19
2016-01-24 0:00,26.42
2016-01-24 1:00,25.33
2016-01-24 2:00,24.27
2016-01-24 3:00,24.15
2016-01-24 4:00,24.08
2016-01-24 5:00,32.53
2016-01-24 6:00,37.94
2016-01-24 7:00,38.03
2016-01-24 8:00,36.14
2016-01-24 9:00,34.43
2016-01-24 10:00,37.14
2016-01-24 11:00,38.39
2016-01-24 12:00,38.21
2016-01-24 13:00,70.33
2016-01-24 14:00,68.71
2016-01-24 15:00,70.65
2016-01-24 16:00,77.22
2016-01-24 17:00,62.75
2016-01-24 18:00,56.94
2016-01-24 19:00,58.3
2016-01-24 20:00,57.67
2016-01-24 21:00,48.83
2016-01-24 22:00,44.77
2016-01-24 23:00,41.09
2016-01-25 0:00,28.35
2016-01-25 1:00,27.11
2016-01-25 2:00,26.24
2016-01-25 3:00,26.03
2016-01-25 4:00,25.66
2016-01-25 5:00,34.44
2016-01-25 6:00,41.81
2016-01-25 7:00,44.45
2016-01-25 8:00,59.02
2016-01-25 9:00,65.7
2016-01-25 10:00,68.04
2016-01-25 11:00,69.71
2016-01-25 12:00,72.4
2016-01-25 13:00,82.01
2016-01-25 14:00,96.38
2016-01-25 15:00,86.27
2016-01-25 16:00,74.22
2016-01-25 17:00,70.92
2016-01-25 18:00,70.13
2016-01-25 19:00,65.08
2016-01-25 20:00,64.12
2016-01-25 21:00,63.47
2016-01-25 22:00,64.53
2016-01-25 23:00,51.47
2016-01-26 0:00,36.65
2016-01-26 1:00,39.99
2016-01-26 2:00,33.49
2016-01-26 3:00,30.72
2016-01-26 4:00,29.08
2016-01-26 5:00,37.68
2016-01-26 6:00,43.6
2016-01-26 7:00,46.98
2016-01-26 8:00,61.42
2016-01-26 9:00,69.06
2016-01-26 10:00,72.56
2016-01-26 11:00,76.35
2016-01-26 12:00,78.32
2016-01-26 13:00,95.4
2016-01-26 14:00,100.04
2016-01-26 15:00,97.84
2016-01-26 16:00,99.76
2016-01-26 17:00,83.55
2016-01-26 18:00,72.7
2016-01-26 19:00,71.2
2016-01-26 20:00,69.1
2016-01-26 21:00,65.52
2016-01-26 22:00,63.11
2016-01-26 23:00,51.98
2016-01-27 0:00,32
2016-01-27 1:00,34.17
2016-01-27 2:00,32.11
2016-01-27 3:00,27.07
2016-01-27 4:00,25.41
2016-01-27 5:00,35.03
2016-01-27 6:00,43.46
2016-01-27 7:00,48.12
2016-01-27 8:00,62.42
2016-01-27 9:00,68.95
2016-01-27 10:00,70.58
2016-01-27 11:00,74.38
2016-01-27 12:00,74.95
2016-01-27 13:00,104.19
2016-01-27 14:00,93.27
2016-01-27 15:00,97.22
2016-01-27 16:00,94.44
2016-01-27 17:00,79.66
2016-01-27 18:00,73.26
2016-01-27 19:00,70.67
2016-01-27 20:00,68.24
2016-01-27 21:00,66.17
2016-01-27 22:00,65.79
2016-01-27 23:00,53.01
2016-01-28 0:00,36.51
2016-01-28 1:00,39.64
2016-01-28 2:00,42.96
2016-01-28 3:00,30.64
2016-01-28 4:00,29.62
2016-01-28 5:00,38.97
2016-01-28 6:00,45.16
2016-01-28 7:00,49.22
2016-01-28 8:00,62.37
2016-01-28 9:00,71.74
2016-01-28 10:00,72.68
2016-01-28 11:00,75
2016-01-28 12:00,77.99
2016-01-28 13:00,108.42
2016-01-28 14:00,98.05
2016-01-28 15:00,106.6
2016-01-28 16:00,96.49
2016-01-28 17:00,90.22
2016-01-28 18:00,72.05
2016-01-28 19:00,69.14
2016-01-28 20:00,68.34
2016-01-28 21:00,66.09
2016-01-28 22:00,64.05
2016-01-28 23:00,50.46
2016-01-29 0:00,32.26
2016-01-29 1:00,37.39
2016-01-29 2:00,29.78
2016-01-29 3:00,27.13
2016-01-29 4:00,25.27
2016-01-29 5:00,34.96
2016-01-29 6:00,44.2
2016-01-29 7:00,47.82
2016-01-29 8:00,61.3
2016-01-29 9:00,67.62
2016-01-29 10:00,71.57
2016-01-29 11:00,72.87
2016-01-29 12:00,72.85
2016-01-29 13:00,100.53
2016-01-29 14:00,95.45
2016-01-29 15:00,97.95
2016-01-29 16:00,88.73
2016-01-29 17:00,87.95
2016-01-29 18:00,64.23
2016-01-29 19:00,56.23
2016-01-29 20:00,56.93
2016-01-29 21:00,48.56
2016-01-29 22:00,47.44
2016-01-29 23:00,42.12
2016-01-30 0:00,26.73
2016-01-30 1:00,28.41
2016-01-30 2:00,25.2
2016-01-30 3:00,24.46
2016-01-30 4:00,24.39
2016-01-30 5:00,33.65
2016-01-30 6:00,40.09
2016-01-30 7:00,39.22
2016-01-30 8:00,38.11
2016-01-30 9:00,38.16
2016-01-30 10:00,37.52
2016-01-30 11:00,56.32
2016-01-30 12:00,65.63
2016-01-30 13:00,67.46
2016-01-30 14:00,76.87
2016-01-30 15:00,74.16
2016-01-30 16:00,80.81
2016-01-30 17:00,73.11
2016-01-30 18:00,73.94
2016-01-30 19:00,68.02
2016-01-30 20:00,52.24
2016-01-30 21:00,51.01
2016-01-30 22:00,41.05
2016-01-30 23:00,37.24
2016-01-31 0:00,26.47
2016-01-31 1:00,25.41
2016-01-31 2:00,25.28
2016-01-31 3:00,24.67
2016-01-31 4:00,25
2016-01-31 5:00,33.66
2016-01-31 6:00,39.9
2016-01-31 7:00,39.78
2016-01-31 8:00,36.04
2016-01-31 9:00,34.73
