timestamp,meter_reading,site_id,air_temperature,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
2016-01-01 00:00:00,28.1,2.0,15.6,-5.6,0.0,1015.3,270.0,3.6
2016-01-01 01:00:00,26.57,2.0,13.9,-5.6,0.0,1015.6,270.0,4.1
2016-01-01 02:00:00,25.73,2.0,13.3,-5.6,0.0,1016.0,270.0,3.1
2016-01-01 03:00:00,25.96,2.0,12.2,-6.1,0.0,1016.6,280.0,3.1
2016-01-01 04:00:00,25.59,2.0,11.7,-6.7,0.0,1017.0,270.0,3.1
2016-01-01 05:00:00,26.31,2.0,10.0,-6.7,0.0,1017.2,260.0,1.5
2016-01-01 06:00:00,29.92,2.0,9.4,-6.1,0.0,1017.4,0.0,0.0
2016-01-01 07:00:00,29.62,2.0,7.2,-5.6,0.0,1017.3,0.0,0.0
2016-01-01 08:00:00,24.2,2.0,7.2,-6.7,0.0,1017.0,50.0,1.5
2016-01-01 09:00:00,23.6,2.0,6.1,-5.0,0.0,1016.9,0.0,0.0
2016-01-01 10:00:00,23.14,2.0,5.0,-5.6,0.0,1017.4,0.0,0.0
2016-01-01 11:00:00,23.66,2.0,4.4,-5.6,0.0,1017.2,0.0,0.0
2016-01-01 12:00:00,23.82,2.0,4.4,-5.0,0.0,1017.4,0.0,0.0
2016-01-01 13:00:00,23.59,2.0,2.8,-5.0,0.0,1018.0,0.0,0.0
2016-01-01 14:00:00,23.44,2.0,3.3,-5.0,0.0,1018.9,0.0,0.0
2016-01-01 15:00:00,23.21,2.0,3.3,-3.9,0.0,1019.4,0.0,0.0
2016-01-01 16:00:00,23.78,2.0,5.6,-2.8,0.0,1020.0,100.0,1.5
2016-01-01 17:00:00,24.96,2.0,8.3,-3.3,0.0,1020.5,0.0,0.0
2016-01-01 18:00:00,28.98,2.0,10.6,-4.4,0.0,1020.5,0.0,0.0
2016-01-01 19:00:00,29.13,2.0,12.2,-3.9,0.0,1019.8,0.0,0.0
2016-01-01 20:00:00,29.07,2.0,14.4,-3.3,0.0,1018.5,0.0,0.0
2016-01-01 21:00:00,29.04,2.0,16.7,-1.7,0.0,1017.7,0.0,0.0
2016-01-01 22:00:00,29.04,2.0,17.8,-1.1,0.0,1017.4,0.0,0.0
2016-01-01 23:00:00,28.99,2.0,18.9,-0.6,0.0,1017.4,0.0,0.0
2016-01-02 00:00:00,27.65,2.0,18.3,-0.6,0.0,1017.7,270.0,2.6
2016-01-02 01:00:00,26.4,2.0,17.2,0.0,0.0,1018.1,250.0,2.1
2016-01-02 02:00:00,25.84,2.0,14.4,0.6,0.0,1018.9,250.0,2.1
2016-01-02 03:00:00,25.85,2.0,12.2,0.6,0.0,1019.2,210.0,1.5
2016-01-02 04:00:00,25.86,2.0,11.7,0.6,0.0,1019.4,0.0,0.0
2016-01-02 05:00:00,34.02,2.0,11.7,0.0,0.0,1019.8,0.0,0.0
2016-01-02 06:00:00,39.16,2.0,11.1,0.0,0.0,1019.9,0.0,0.0
2016-01-02 07:00:00,39.08,2.0,10.6,0.6,0.0,1019.9,90.0,3.1
2016-01-02 08:00:00,33.77,2.0,11.1,0.6,0.0,1019.9,100.0,3.1
2016-01-02 09:00:00,33.23,2.0,10.0,0.6,0.0,1019.5,100.0,2.6
2016-01-02 10:00:00,35.03,2.0,10.6,0.6,0.0,1019.4,80.0,3.6
2016-01-02 11:00:00,34.92,2.0,11.1,0.6,0.0,1019.4,90.0,4.1
2016-01-02 12:00:00,34.9,2.0,10.0,0.6,0.0,1019.7,110.0,2.1
2016-01-02 13:00:00,42.71,2.0,10.0,0.6,0.0,1019.9,110.0,3.1
2016-01-02 14:00:00,48.4,2.0,9.4,0.6,0.0,1020.2,100.0,3.6
2016-01-02 15:00:00,44.49,2.0,10.6,0.6,0.0,1020.8,90.0,4.1
2016-01-02 16:00:00,48.93,2.0,12.2,0.0,0.0,1020.9,80.0,6.2
2016-01-02 17:00:00,42.61,2.0,14.4,0.0,0.0,1021.3,80.0,7.7
2016-01-02 18:00:00,39.17,2.0,16.1,0.0,0.0,1021.3,70.0,7.7
2016-01-02 19:00:00,39.21,2.0,17.8,-0.6,0.0,1020.5,100.0,5.1
2016-01-02 20:00:00,39.14,2.0,18.9,-0.6,0.0,1018.9,100.0,5.7
2016-01-02 21:00:00,39.18,2.0,20.6,-0.6,0.0,1017.8,100.0,4.1
2016-01-02 22:00:00,39.21,2.0,20.6,-1.1,0.0,1017.1,100.0,3.1
2016-01-02 23:00:00,36.8,2.0,20.6,-1.7,0.0,1016.6,110.0,2.1
2016-01-03 00:00:00,27.79,2.0,20.0,-1.1,0.0,1016.4,70.0,2.6
2016-01-03 01:00:00,26.81,2.0,18.9,-1.1,0.0,1016.4,60.0,3.1
2016-01-03 02:00:00,26.33,2.0,16.7,-0.6,0.0,1016.8,80.0,3.6
2016-01-03 03:00:00,26.19,2.0,15.6,-0.6,0.0,1017.5,90.0,2.6
2016-01-03 04:00:00,26.14,2.0,15.0,-0.6,0.0,1018.2,100.0,2.1
2016-01-03 05:00:00,34.2,2.0,13.9,0.0,0.0,1018.5,110.0,3.1
2016-01-03 06:00:00,39.22,2.0,13.3,0.6,0.0,1018.7,100.0,2.6
2016-01-03 07:00:00,38.98,2.0,12.2,0.6,0.0,1018.4,100.0,3.1
2016-01-03 08:00:00,33.7,2.0,11.7,0.6,0.0,1018.5,130.0,2.1
2016-01-03 09:00:00,32.98,2.0,12.2,0.6,0.0,1018.1,80.0,4.1
2016-01-03 10:00:00,34.58,2.0,11.7,0.0,0.0,1018.2,90.0,2.6
2016-01-03 11:00:00,39.86,2.0,12.2,0.0,0.0,1018.2,100.0,2.6
2016-01-03 12:00:00,45.31,2.0,12.2,0.0,0.0,1017.5,100.0,3.1
2016-01-03 13:00:00,47.98,2.0,12.2,0.0,0.0,1017.3,90.0,4.6
2016-01-03 14:00:00,50.4,2.0,11.7,0.0,0.0,1018.1,90.0,3.6
2016-01-03 15:00:00,54.31,2.0,11.7,0.0,0.0,1018.6,90.0,4.1
2016-01-03 16:00:00,58.6,2.0,13.3,0.6,0.0,1019.1,90.0,5.1
2016-01-03 17:00:00,52.73,2.0,15.6,0.0,0.0,1019.5,80.0,7.2
2016-01-03 18:00:00,53.79,2.0,17.8,0.0,0.0,1018.8,90.0,7.2
2016-01-03 19:00:00,51.66,2.0,18.9,0.6,0.0,1017.8,90.0,4.6
2016-01-03 20:00:00,49.98,2.0,19.4,0.0,0.0,1016.4,60.0,3.6
2016-01-03 21:00:00,58.0,2.0,21.1,0.0,0.0,1014.6,90.0,4.6
2016-01-03 22:00:00,63.77,2.0,21.1,0.0,0.0,1013.7,80.0,5.7
2016-01-03 23:00:00,56.27,2.0,21.1,-0.6,0.0,1013.2,80.0,4.1
2016-01-04 00:00:00,36.77,2.0,20.6,-1.1,0.0,1012.8,70.0,5.7
2016-01-04 01:00:00,36.38,2.0,19.4,-2.2,0.0,1012.7,70.0,4.6
2016-01-04 02:00:00,35.37,2.0,18.3,-2.2,0.0,1012.1,80.0,4.6
2016-01-04 03:00:00,26.65,2.0,18.3,-2.8,0.0,1011.8,80.0,5.1
2016-01-04 04:00:00,25.32,2.0,17.2,-2.2,0.0,1011.7,80.0,2.6
2016-01-04 05:00:00,35.51,2.0,17.2,-1.7,0.0,1011.5,70.0,2.1
2016-01-04 06:00:00,43.46,2.0,16.7,-1.7,0.0,1011.5,90.0,3.1
2016-01-04 07:00:00,46.19,2.0,16.7,-1.7,0.0,1011.2,110.0,1.5
2016-01-04 08:00:00,55.01,2.0,15.6,-1.1,0.0,1010.7,110.0,2.6
2016-01-04 09:00:00,71.57,2.0,16.1,-0.6,0.0,1009.6,90.0,4.6
2016-01-04 10:00:00,72.66,2.0,15.0,-0.6,0.0,1010.1,110.0,2.1
2016-01-04 11:00:00,74.84,2.0,15.6,-0.6,0.0,1009.4,120.0,2.6
2016-01-04 12:00:00,76.34,2.0,15.6,2.2,3.0,1009.2,0.0,0.0
2016-01-04 13:00:00,77.81,2.0,13.9,4.4,0.0,1009.4,270.0,1.5
2016-01-04 14:00:00,79.13,2.0,14.4,3.3,0.0,1009.8,0.0,0.0
2016-01-04 15:00:00,78.36,2.0,13.9,2.8,0.0,1010.0,80.0,4.6
2016-01-04 16:00:00,78.13,2.0,13.9,3.9,0.0,1010.7,100.0,2.6
2016-01-04 17:00:00,68.37,2.0,15.0,3.3,0.0,1011.5,120.0,3.6
2016-01-04 18:00:00,62.62,2.0,16.1,3.9,0.0,1011.9,140.0,7.2
2016-01-04 19:00:00,62.02,2.0,13.3,7.8,8.0,1012.5,140.0,7.7
2016-01-04 20:00:00,61.02,2.0,12.2,9.4,18.0,1011.0,90.0,5.7
2016-01-04 21:00:00,61.17,2.0,13.3,9.4,0.0,1010.3,120.0,6.7
2016-01-04 22:00:00,60.85,2.0,13.9,8.9,-1.0,1009.9,110.0,6.7
2016-01-04 23:00:00,55.19,2.0,14.4,8.3,0.0,1009.9,90.0,4.6
2016-01-05 00:00:00,33.87,2.0,14.4,7.8,0.0,1010.0,110.0,3.1
2016-01-05 01:00:00,35.25,2.0,14.4,8.3,-1.0,1010.3,90.0,2.6
2016-01-05 02:00:00,30.49,2.0,13.9,9.4,8.0,1011.1,350.0,2.6
2016-01-05 03:00:00,29.2,2.0,12.2,10.6,13.0,1011.8,350.0,4.1
2016-01-05 04:00:00,29.12,2.0,11.7,10.6,20.0,1011.9,90.0,3.6
2016-01-05 05:00:00,40.39,2.0,11.7,10.0,-1.0,1012.4,100.0,3.6
2016-01-05 06:00:00,51.11,2.0,11.7,10.0,0.0,1012.9,110.0,2.6
2016-01-05 07:00:00,58.42,2.0,11.7,10.0,-1.0,1013.0,110.0,4.6
2016-01-05 08:00:00,62.98,2.0,11.7,9.4,0.0,1013.0,120.0,3.1
2016-01-05 09:00:00,73.82,2.0,11.7,10.0,0.0,1013.0,110.0,1.5
2016-01-05 10:00:00,79.13,2.0,11.7,9.4,0.0,1013.2,130.0,4.6
2016-01-05 11:00:00,80.49,2.0,11.1,9.4,0.0,1013.2,100.0,3.6
2016-01-05 12:00:00,79.94,2.0,11.1,9.4,0.0,1013.0,90.0,4.6
2016-01-05 13:00:00,77.98,2.0,11.1,9.4,0.0,1012.9,80.0,5.1
2016-01-05 14:00:00,81.14,2.0,11.1,9.4,0.0,1013.6,90.0,4.1
2016-01-05 15:00:00,81.84,2.0,11.1,8.9,0.0,1014.0,90.0,4.1
2016-01-05 16:00:00,81.2,2.0,11.7,8.9,0.0,1014.3,100.0,3.6
2016-01-05 17:00:00,69.36,2.0,11.7,9.4,0.0,1014.8,100.0,4.6
2016-01-05 18:00:00,64.83,2.0,12.8,11.1,-1.0,1014.8,110.0,4.6
2016-01-05 19:00:00,63.02,2.0,13.3,10.0,0.0,1014.2,140.0,4.1
2016-01-05 20:00:00,60.01,2.0,12.8,11.1,5.0,1013.3,120.0,2.6
2016-01-05 21:00:00,59.72,2.0,13.9,11.7,-1.0,1011.7,110.0,2.6
2016-01-05 22:00:00,59.89,2.0,13.9,11.7,-1.0,1011.7,80.0,3.6
2016-01-05 23:00:00,52.89,2.0,13.9,11.7,0.0,1011.4,80.0,4.1
2016-01-06 00:00:00,27.29,2.0,13.3,11.7,3.0,1011.4,90.0,3.1
2016-01-06 01:00:00,28.68,2.0,13.3,12.2,-1.0,1011.4,90.0,2.1
2016-01-06 02:00:00,29.0,2.0,13.3,12.2,3.0,1011.4,100.0,3.1
2016-01-06 03:00:00,26.56,2.0,12.8,11.7,0.0,1011.4,110.0,3.6
2016-01-06 04:00:00,24.31,2.0,13.3,11.7,0.0,1011.4,80.0,3.1
2016-01-06 05:00:00,37.9,2.0,13.3,12.2,-1.0,1011.1,140.0,4.6
2016-01-06 06:00:00,53.47,2.0,13.3,11.7,13.0,1010.8,160.0,4.1
2016-01-06 07:00:00,57.42,2.0,12.8,11.7,5.0,1010.5,160.0,3.6
2016-01-06 08:00:00,59.44,2.0,12.8,11.7,-1.0,1010.2,130.0,2.1
2016-01-06 09:00:00,73.61,2.0,12.8,11.1,5.0,1009.7,120.0,3.6
2016-01-06 10:00:00,75.23,2.0,12.8,11.1,0.0,1009.0,110.0,4.6
2016-01-06 11:00:00,77.79,2.0,10.6,8.3,25.0,1010.0,250.0,4.6
2016-01-06 12:00:00,80.68,2.0,10.6,8.3,5.0,1010.0,0.0,0.0
2016-01-06 13:00:00,80.86,2.0,10.6,7.8,-1.0,1010.8,60.0,2.1
2016-01-06 14:00:00,81.08,2.0,10.0,7.8,0.0,1012.1,140.0,4.1
2016-01-06 15:00:00,79.64,2.0,10.0,8.3,0.0,1013.2,130.0,2.6
2016-01-06 16:00:00,80.45,2.0,10.6,8.3,0.0,1014.0,150.0,3.6
2016-01-06 17:00:00,68.54,2.0,12.2,7.8,0.0,1014.8,230.0,2.6
